length,mean,rms,std,var,peak_to_peak,kurtosis,skewness,energy,shape_factor,crest_factor,impulse_factor,margin_factor,entropy,hjorth_mobility,hjorth_complexity,label
128,1.10316550788202,1.28561733673022,0.662774163958903,0.439269592411423,2.53526513798257,2.37395950221531,-0.53393171076849,211.559927872167,1.12313535459496,1.49548240091932,1.67962916971181,1.83409473983792,3.7554502986264,0.0580575620047631,0.421222024305707,0
128,0.66063038894908,0.843000137757279,0.525714664279869,0.276375908238896,1.63523715727416,2.55756467286691,1.02794681498458,90.9631017291254,1.27605411300829,2.19696327884213,2.80344406135023,3.23695629096272,3.4184657674046,0.0250369029031699,1.72495651327517,0
128,-0.0577400018382413,0.490314593591139,0.4888161424979,0.238941221166527,1.6611320729465,3.23036696714956,-1.27007008267659,30.7722752881208,1.27985347336344,2.72235361987609,3.48421380718273,3.98700118956119,3.27218767791263,0.029472066461061,1.14736746785024,0
128,-1.04704860616155,1.29337741701024,0.762268877962562,0.581053842310304,2.18556301960509,1.6787112728783,0.465768323472145,214.121618282507,1.17559726360879,1.46925143774379,1.72724798311943,2.01662588834877,3.91236829534745,0.0262154736917177,1.4336276916461,0
128,-0.9353670000982,1.29759640518909,0.902891944919769,0.815213864201003,2.59882972497023,1.75712607184665,0.546163639722264,215.520823137234,1.14695971288903,1.46447433264776,1.67969307305168,1.88820813697519,3.85889686948002,0.0244879009553316,1.52266864173711,0
128,0.0942648009589484,0.578970354764364,0.573489558984145,0.328890274263829,2.04429012077677,2.67130770316091,-0.819501318873316,42.9064539770845,1.17791718836682,2.26595441195001,2.66910669599246,3.02836562297195,3.80187902930226,0.0453073758185764,0.463839510335658,0
128,-1.26880866467693,1.39796951704557,0.589199028628439,0.347155495336696,1.66763971077397,1.57743972859907,0.356046602129286,250.152802635344,1.10179694145103,1.40005861343343,1.54258030916755,1.65218373749944,3.89380134091353,0.0255361590460139,1.63998220941199,0
128,-0.553207550374772,0.63950583749037,0.322086305084917,0.103739587923254,1.16246154106483,3.44474674726503,-1.27475128819865,52.3478676715853,1.15599619979368,2.23067600317678,2.57865302296591,2.77092924864519,3.55734443422767,0.0373419299245609,0.503988210572024,0
128,-0.416653628463366,0.431051554485741,0.110911227666254,0.0123013004224356,0.341568103774338,1.49876434596145,0.106609513092916,23.7830966559454,1.03455607894239,1.3096267622207,1.3548823594331,1.38026154160926,3.85436386431153,0.056076395830317,0.73920261141705,0
128,-0.0877867737334829,0.455973819714766,0.449201545769971,0.201782028722132,1.35965542534419,1.84732109701577,0.529019071807851,26.6127519059551,1.10992451820148,1.74382547589181,1.93551469360461,2.11266428011939,3.82005572392696,0.0151914050044146,1.70143329672055,0
128,0.678015680053571,0.809478141227182,0.443947473633985,0.197089359345998,1.3699805467026,1.89485226578934,-0.538014825616325,83.8726222239505,1.15224787221971,1.4342639474863,1.65262760210849,1.88407213862572,3.7994362910276,0.0135169245388273,1.69296727738279,0
128,1.08577456556997,1.08891625301169,0.0829818996865546,0.00688599567558941,0.352788584921575,5.2367052135861,-1.69856550056355,151.774541577347,1.00289348959942,1.06620257959224,1.06928763548691,1.07095623013069,3.31357134744306,0.0542669502006172,0.496713698377801,0
128,-1.04751012447572,1.25082746001622,0.686273515025261,0.470971337425127,2.09286909244238,1.7790095357964,-0.453764890407581,200.26487484552,1.19409580761933,1.84366931242737,2.20151781420644,2.47818995809641,3.991501720328,0.0112192737476765,4.38620231301698,0
128,-0.293635978049363,0.360839299827942,0.210545089808622,0.0443292348425208,0.760867368804024,3.0296425216111,-1.06625007211812,16.6662400384409,1.22886606040702,2.37572325065561,2.91944575255759,3.28677212974341,3.63932769732024,0.029097465085656,0.584622333695836,0
128,-0.286761984735939,0.347452584813533,0.196961774118188,0.038793940463784,0.5787459669403,2.08836500730312,-0.784280127002023,15.4525822327815,1.21164098169104,1.94309366607944,2.35433198484593,2.63839009403234,3.69752255086152,0.0263963347611395,1.60510414512426,0
128,-0.34796708440053,0.466882625590961,0.31250803661251,0.0976612729474057,1.24275533554729,3.70076930931273,1.16205795503389,27.9013614180748,1.09434966761072,1.44805073315904,1.58467387245764,1.69652291923513,3.62653282293514,0.0514603425087339,0.391079218181104,0
128,0.610777939854018,1.13181109105608,0.956606418689214,0.915095840277403,2.5921070730074,1.45010906492724,0.03242219956789,163.967532267207,1.20028552091877,1.69289499674712,2.03195737098454,2.33709763883349,3.82586479914219,0.0126612348209664,4.30042371470882,0
128,1.3789848120556,1.44614856943918,0.437310691059555,0.191240640514985,1.39064726526432,1.79652801533276,-0.384534329635739,267.692247666047,1.0487052114783,1.3249242695268,1.3894549958748,1.42978011930681,3.95698341453711,0.0534341223505303,0.358127507527638,0
128,1.30278440078667,1.47331067000575,0.690742116798363,0.477124671919083,2.14438288429521,1.65683685391874,-0.260963904484597,277.842474285159,1.13089369031988,1.48429300410512,1.67857760432166,1.85104984001214,3.97426532648887,0.0557202777160683,0.474802978130315,0
128,0.505054341526272,0.815693870910726,0.643045198707692,0.413507127581015,2.01354023867004,2.54839057048599,1.00547752449888,85.1656308532895,1.59515244069739,2.4366784975026,3.88687370013726,6.52890777290784,3.35838176315557,0.0234169988548161,1.4473699353374,0
128,-0.21973372705125,0.416757443278414,0.35551552379462,0.126391287658963,1.28643262915995,3.38625624645455,-1.31726632105058,22.2319061155789,1.71170260755413,2.81212028008519,4.81351373167684,8.13863941790318,3.34701466751494,0.0298304573358724,1.33398690881045,0
128,-1.00888423279421,1.18436315653103,0.622815505189248,0.387899153504138,1.73421758446756,1.56494230659805,0.374433552652845,179.547659078162,1.17278462651762,1.44505484660771,1.69473812288557,2.00341759822046,3.8596177118531,0.0215648075916673,1.93533560220245,0
128,-1.07724745295225,1.2330845648616,0.602387246015564,0.362870394162216,1.84569792348451,2.02278439517764,0.684286104032704,194.623685644791,1.13388851855739,1.38795810833284,1.57378977604027,1.7860050367222,3.86370558509944,0.0290221544139481,1.01108394881779,0
128,-0.210863195602767,0.556821564130387,0.517376268282179,0.267678202981594,1.68256527635309,2.55684306496123,-0.974577168954836,39.6864325479181,1.41173186956919,2.53264606017648,3.57541722170116,4.59880672305181,3.68354957334582,0.0290525180700743,0.816269272769686,0
128,-1.02790201138373,1.23194217988625,0.681710855334942,0.464729690281498,1.97019728120349,1.63663209259999,0.407135628703028,194.26323642661,1.17623054622933,1.46269017454128,1.72046087693039,2.02180005207834,3.92176550720757,0.022740336809271,1.70898884891626,0
128,-0.0635976954916315,0.475037866078978,0.472611169600354,0.223361317631015,1.55916771483465,2.67266424433221,-1.01341882551095,28.8846046987352,1.23870206720618,2.54796812043766,3.15617344440204,3.59602385145986,3.47369780144357,0.022245548462192,0.925923557024569,0
128,0.451785853401189,0.497050974757727,0.208056235097483,0.0432873969629392,0.816370096555336,3.1001718725725,1.11226705283716,31.6236379529737,1.10019151775969,2.00107679111988,2.20156775626847,2.30720992619372,3.67347081934104,0.0242385848057251,1.743568652833,0
128,0.986753717577821,1.07422283843488,0.426252590035903,0.181691270512315,1.18781312564144,1.48050351865697,-0.0777648079324762,147.706202446731,1.08864330421307,1.43300860743094,1.56003523988184,1.64471202192605,3.88539809424786,0.0124004557534847,4.33848915498549,0
128,1.20291747286715,1.24665038282611,0.328588265210693,0.107970248034172,1.20817825388219,3.1013751687267,-1.03436733123176,198.929558656062,1.03635569403707,1.23480536080085,1.27969757695855,1.31026086483124,3.69200214169028,0.0450685412685884,0.240065648401858,0
128,0.317563656445916,0.864996918839751,0.807756410593109,0.652470418854263,2.42299004209858,1.56794234950226,-0.0087157532853921,95.7721177090897,1.15622791690017,1.74805585645447,2.02115100489949,2.26556209166746,4.07059682539893,0.00750324325278599,7.35681396282208,0
128,-1.26183037172635,1.39449742220571,0.595971503648793,0.355182033161403,1.70173655569268,1.5800196037301,0.336364721012183,248.911751748912,1.10513856886047,1.41386411009354,1.56251577039682,1.67798451605605,3.93722459199918,0.027348338635332,1.55821030135468,0
128,-0.501905900295046,0.607020380206459,0.342756528244447,0.117482037654186,1.19102303594558,3.31352084695385,-1.27878697434106,47.1646389742072,1.20943062784342,2.3340534493086,2.82287577512119,3.11244913532635,3.33294284590662,0.0313886573442186,0.637072310413414,0
128,-0.205115903721754,0.253172746826522,0.148987658405012,0.0221973223570086,0.607670101318847,4.85406226634304,1.65909598873499,8.20434428616787,1.06057926046904,1.32719308066922,1.40759351159393,1.48057219070722,3.3570399026539,0.0476789489306676,0.729650787062766,0
128,0.405642533967537,0.74277164680218,0.62466982335673,0.390212388212528,1.8630162828704,1.69205255912908,0.361145144628844,70.6188440695324,1.28005651533622,2.05582315616409,2.63156986085597,3.16509443251636,3.90691904804056,0.0111046966178649,3.53153351760353,0
128,1.23727403494768,1.30103498991158,0.403880400063778,0.163119377555677,1.35979179169977,2.53823003242738,-0.88600179362968,216.664581756701,1.0515334054119,1.26914972123884,1.33455333860946,1.38157848297489,3.80883264044774,0.035875618018918,0.468410589558419,0
128,1.02846958979114,1.16987418625303,0.559735293600871,0.313303598902453,1.61275597078181,1.63837870654923,-0.392981255834815,175.181518292631,1.1374902928493,1.41144083077341,1.60550025765961,1.79519619237639,3.79831375422563,0.0165988545175188,2.30296801446543,0
128,-1.21989731760395,1.3788029865047,0.645135467019443,0.416199770806394,1.94074840024478,1.64444398552296,0.253054999546819,243.340502476068,1.13026150259126,1.48472920035153,1.67813226910137,1.84692852091152,4.00750172784687,0.0538807304085217,0.511799446614776,0
128,-0.482147757725793,0.743164386751054,0.567754495422817,0.322345167072817,1.82914273746273,2.74304630677773,-1.09117585364357,70.693543134089,1.54136228869508,2.47157076737613,3.80958602593643,5.67235128869897,3.37284052487739,0.0264002164430225,1.27736062880511,0
128,0.170266728271419,0.417883285364349,0.383121937612177,0.146782419079709,1.35473659627475,3.5517955222324,1.37068032644471,22.3521843439234,1.6282245153146,2.91379296577765,4.74430925296231,6.98118412886361,3.31232390545182,0.0330058761368714,1.06803055627297,0
128,1.04606027219781,1.26442596903559,0.713094399538381,0.508503622653004,1.9758280483879,1.54580369146389,-0.352377491286779,204.642947989963,1.19029453239605,1.46734789362922,1.74657618872292,2.09004654618118,3.84015560320134,0.0209243677808032,2.04337849027718,0
128,1.14135475160151,1.32776057749234,0.681088508787198,0.463881556801969,2.10699611509776,2.07756177906736,-0.710711041906234,225.657363346278,1.13620862009693,1.39735492562859,1.58768672379174,1.79980812889914,3.84146378123259,0.0297960111185644,0.951119685049307,0
128,0.144997045724641,0.624327432301723,0.609642703739622,0.371664226222956,1.96502067767844,2.48515015102805,0.944190535548348,49.8924470687313,1.29120619646207,2.46090035063027,3.17752983250472,3.74063018465682,3.74096510082119,0.0284657707322411,0.858193380293045,0
128,0.80897767836812,0.935134718418548,0.470918881952765,0.221764593379642,1.44992730085785,1.74953792567478,-0.338539139732411,111.933048523742,1.15218593036221,1.49481414111755,1.72230384031983,1.97210505970625,3.97721091626885,0.0483886368086599,0.61877239565791,0
128,0.183880294354986,0.451762417049584,0.414268131885884,0.17161808509622,1.33176702571018,2.68672771680435,1.05442667285539,26.1234280266857,1.43755433864494,2.59874425524532,3.73583616185122,4.75275768905181,3.24541694702985,0.0233712968058392,1.34875471249902,0
